Ex: 1	 True Labels: [0, 5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1700	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1701	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1702	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1703	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1704	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1705	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1706	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1707	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1708	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1709	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1710	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1711	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1712	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1713	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1714	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1715	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1716	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1717	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1718	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1719	 True Labels: [3]	 MINAS-BR Prediction: unknwon
Ex: 1720	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1721	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1722	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1723	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1724	 True Labels: [3]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1725	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1726	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1727	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1728	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1729	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1730	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1731	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1732	 True Labels: [3]	 MINAS-BR Prediction: [3]
Ex: 1733	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1734	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1735	 True Labels: [3]	 MINAS-BR Prediction: [3, 4]
Ex: 1736	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1737	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1738	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1739	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1740	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1741	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1742	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1743	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1744	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1745	 True Labels: [3]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1746	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1747	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1748	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1749	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1750	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1751	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1752	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1753	 True Labels: [3]	 MINAS-BR Prediction: [0, 3]
Ex: 1754	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1755	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1756	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1757	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1758	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1759	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1760	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1761	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1762	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1763	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1764	 True Labels: [3]	 MINAS-BR Prediction: [1, 3]
Ex: 1765	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1766	 True Labels: [3]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1767	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1768	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1769	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1770	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1771	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1772	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1773	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1774	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1775	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1776	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1777	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1778	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1779	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1780	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1781	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1782	 True Labels: [4]	 MINAS-BR Prediction: [0, 4]
Ex: 1783	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1784	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1785	 True Labels: [4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1786	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1787	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1788	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1789	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1790	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1791	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1792	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1793	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1794	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1795	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1796	 True Labels: [4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1797	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1798	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1799	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1800	 True Labels: [4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1801	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1802	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1803	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1804	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1805	 True Labels: [4]	 MINAS-BR Prediction: [0, 4]
Ex: 1806	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1807	 True Labels: [4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1808	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1809	 True Labels: [4]	 MINAS-BR Prediction: [4]
Ex: 1810	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1811	 True Labels: [4]	 MINAS-BR Prediction: [0, 4]
Ex: 1812	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1813	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1814	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1815	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1816	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1817	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1818	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1819	 True Labels: [4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1820	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1821	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1822	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1823	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1824	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1825	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1826	 True Labels: [4]	 MINAS-BR Prediction: [1, 3]
Ex: 1827	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1828	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1829	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1830	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1831	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1832	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1833	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1834	 True Labels: [3, 4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1835	 True Labels: [4]	 MINAS-BR Prediction: [0]
Ex: 1836	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 3]
Ex: 1837	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1838	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1839	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1840	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1841	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1842	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1843	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1844	 True Labels: [4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1845	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1846	 True Labels: [4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1847	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1848	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1849	 True Labels: [4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1850	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1851	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1852	 True Labels: [4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1853	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1854	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1855	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1856	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1857	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1858	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1859	 True Labels: [4]	 MINAS-BR Prediction: [1, 4]
Ex: 1860	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1861	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1862	 True Labels: [4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1863	 True Labels: [4]	 MINAS-BR Prediction: [0, 4]
Ex: 1864	 True Labels: [4]	 MINAS-BR Prediction: [0, 4]
Ex: 1865	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1866	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1867	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1868	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1869	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1870	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1871	 True Labels: [4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1872	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1873	 True Labels: [4]	 MINAS-BR Prediction: [4]
Ex: 1874	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1875	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1876	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1877	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1878	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1879	 True Labels: [4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1880	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1881	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1882	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1883	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1884	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1885	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1886	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1887	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1888	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1889	 True Labels: [4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1890	 True Labels: [4]	 MINAS-BR Prediction: [0, 3]
Ex: 1891	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1892	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1893	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1894	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1895	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1896	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1897	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1898	 True Labels: [4]	 MINAS-BR Prediction: [0, 4]
Ex: 1899	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1900	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1901	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1902	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1903	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1904	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1905	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1906	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1907	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1908	 True Labels: [4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1909	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1910	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1911	 True Labels: [4]	 MINAS-BR Prediction: [3, 4]
Ex: 1912	 True Labels: [4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1913	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1914	 True Labels: [4]	 MINAS-BR Prediction: [3, 4]
Ex: 1915	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1916	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1917	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1918	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1919	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1920	 True Labels: [4]	 MINAS-BR Prediction: [0, 4]
Ex: 1921	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1922	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1923	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1924	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1925	 True Labels: [3, 4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1926	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1927	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1928	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1929	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1930	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1931	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1932	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1933	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1934	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1935	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1936	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1937	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1938	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1939	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1940	 True Labels: [4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1941	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1942	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1943	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1944	 True Labels: [4]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1945	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1946	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1947	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1948	 True Labels: [4]	 MINAS-BR Prediction: [0, 4]
Ex: 1949	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1950	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1951	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1952	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1953	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1954	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1955	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1956	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1957	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1958	 True Labels: [3, 4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1959	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1960	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1961	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1962	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1963	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1964	 True Labels: [4]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1965	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1966	 True Labels: [4]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1967	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1968	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1969	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1970	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1971	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1972	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1973	 True Labels: [5]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1974	 True Labels: [5]	 MINAS-BR Prediction: [3, 4]
Ex: 1975	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1976	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1977	 True Labels: [5]	 MINAS-BR Prediction: [3, 4]
Ex: 1978	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1979	 True Labels: [5]	 MINAS-BR Prediction: [1, 3]
Ex: 1980	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1981	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1982	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 1983	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1984	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1985	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1986	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1987	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1988	 True Labels: [5]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 1989	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1990	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1991	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1992	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1993	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1994	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1995	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1996	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 1997	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3]
Ex: 1998	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 1999	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2000	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Removed examples from short-time-memory: 1000	 True labels: [2, 3]
Removed examples from short-time-memory: 1037	 True labels: [2]
Removed examples from short-time-memory: 1053	 True labels: [2]
Removed examples from short-time-memory: 1057	 True labels: [2]
Removed examples from short-time-memory: 1096	 True labels: [2]
Removed examples from short-time-memory: 1098	 True labels: [2]
Removed examples from short-time-memory: 1112	 True labels: [2]
Removed examples from short-time-memory: 1116	 True labels: [2]
Removed examples from short-time-memory: 1138	 True labels: [2]
Removed examples from short-time-memory: 1187	 True labels: [2]
Removed examples from short-time-memory: 1198	 True labels: [1]
Removed examples from short-time-memory: 1212	 True labels: [1]
Removed examples from short-time-memory: 1353	 True labels: [1]
Removed examples from short-time-memory: 1361	 True labels: [1]
Removed examples from short-time-memory: 1369	 True labels: [1]
Removed examples from short-time-memory: 1492	 True labels: [2]
Ex: 2001	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2002	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2003	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2004	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2005	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2006	 True Labels: [5]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 2007	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2008	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2009	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 2010	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2011	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2012	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
